playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent_1,agent_2,agent_3
mehzy,MORB,0.95,Americas,vct-challengers,222.8,0.87,72%,152.0,0.72,0.35,0.13,0.15,31%,,kayo,breach,iso
Mekyiz,43,0.54,Americas,vct-game-changer,129.0,0.50,49%,92.6,0.42,0.19,0.12,0.16,22%,67%,jett,fade,
meL,SR,1.10,Americas,vct-game-changer,208.7,1.12,78%,132.2,0.71,0.46,0.11,0.09,27%,18%,omen,viper,brimstone
Mel,VLNT,0.88,EMEA,vct-game-changer,171.0,0.83,71%,110.3,0.60,0.40,0.06,0.10,30%,11%,omen,brimstone,viper
meL,SR,0.94,Americas,vct-challengers,185.4,0.88,69%,118.2,0.64,0.34,0.10,0.11,27%,6%,omen,brimstone,viper
melloney,LXT,0.79,EMEA,vct-game-changer,174.4,0.75,68%,118.0,0.61,0.30,0.12,0.08,26%,5%,killjoy,omen,deadlock
melo,MZP,0.89,EMEA,vct-challengers,167.8,0.83,68%,113.9,0.58,0.31,0.04,0.06,25%,16%,fade,brimstone,sova
Meloxy,Tama,0.69,EMEA,vct-game-changer,183.0,0.58,64%,121.3,0.54,0.46,0.08,0.08,19%,18%,omen,,
Meltings,NGZ,1.17,Pacific,vct-challengers,225.3,0.98,68%,161.5,0.73,0.22,0.12,0.07,31%,18%,omen,viper,
Melvin,UCSD,1.15,Americas,vct-challengers,275.5,1.15,65%,174.9,0.91,0.12,0.09,0.15,38%,,jett,,
melya,Elat,01.08,Americas,vct-game-changer,219.0,01.05,73%,145.6,0.75,0.34,0.08,0.07,27%,14%,raze,jett,viper
Memories,103,0.84,Americas,vct-challengers,209.8,0.80,68%,140.3,0.70,0.20,0.22,0.20,29%,17%,raze,jett,reyna
memset,SLY,01.03,EMEA,vct-challengers,198.7,01.07,69%,133.8,0.73,0.16,0.08,0.08,32%,14%,viper,cypher,killjoy
Mercure,ZER,0.82,EMEA,vct-challengers,162.0,0.79,66%,112.0,0.59,0.32,0.06,0.16,32%,11%,brimstone,sage,reyna
merix,REBO,01.08,EMEA,vct-challengers,216.8,0.95,73%,138.5,0.75,0.34,0.05,0.08,28%,20%,viper,yoru,brimstone
MERjie,VLTH,0.85,Pacific,vct-challengers,170.3,0.78,68%,110.4,0.58,0.36,0.07,0.08,25%,11%,omen,kayo,skye
Merlindz,20,0.61,Pacific,vct-challengers,98.0,0.47,60%,63.0,0.35,0.45,0.00,0.05,50%,,breach,,
MerSa,GS,0.85,EMEA,vct-challengers,145.4,0.72,71%,93.1,0.49,0.45,0.03,0.06,25%,9%,skye,kayo,breach
meryl,INC.GC,0.87,EMEA,vct-game-changer,170.6,0.81,74%,112.7,0.61,0.38,0.06,0.07,26%,13%,gekko,skye,breach
MERZ,IW,0.80,EMEA,vct-challengers,165.8,0.73,67%,107.7,0.56,0.39,0.07,0.10,25%,16%,omen,viper,astra
mess1,DOMS,0.83,Pacific,vct-challengers,171.7,0.83,63%,109.2,0.61,0.03,0.13,0.18,17%,7%,jett,,
metawiN,BIGG.S,0.84,Pacific,vct-game-changer,133.8,1.14,77%,76.5,0.80,0.27,0.03,0.06,37%,25%,gekko,skye,kayo
Metry,(+1),0.99,Americas,vct-challengers,218.8,0.93,69%,133.9,0.78,0.16,0.03,0.03,23%,7%,kayo,cypher,gekko
mezoky,Free,1.12,EMEA,vct-challengers,222.4,1.10,71%,146.0,0.76,0.26,0.08,0.10,31%,12%,omen,viper,sova
mFH,THNK,0.56,Americas,vct-challengers,93.0,0.47,56%,69.4,0.36,0.15,0.03,0.08,19%,14%,kayo,harbor,
miau,31,0.62,Americas,vct-game-changer,156.5,0.54,52%,103.4,0.48,0.32,0.03,0.03,36%,,omen,brimstone,
Michel,LK,0.84,EMEA,vct-challengers,208.7,0.84,58%,140.7,0.72,0.16,0.14,0.25,26%,6%,raze,jett,neon
micr0,ZOL,0.88,Pacific,vct-challengers,163.1,0.80,71%,106.2,0.56,0.38,0.06,0.04,17%,12%,skye,sova,viper
Micro,LL,1.13,Pacific,vct-game-changer,245.7,1.13,76%,165.0,0.87,0.20,0.14,0.13,36%,10%,omen,reyna,jett
MicroBrilk,MorJ,1.00,Pacific,vct-game-changer,220.5,0.97,71%,138.0,0.78,0.22,0.15,0.07,15%,22%,sova,phoenix,
microwaved,34,0.82,EMEA,vct-game-changer,186.5,0.61,53%,131.3,0.59,0.26,0.06,0.03,32%,10%,clove,viper,
Midnight,RA,,China,vct-challengers,183.9,0.96,,116.6,0.62,0.38,0.07,0.06,,,kayo,gekko,sova
MigueL,CHI,0.85,EMEA,vct-challengers,180.5,0.71,72%,125.5,0.56,0.44,0.00,0.05,23%,,fade,,
Mihlog,FPT,1.13,Pacific,vct-challengers,208.5,1.11,75%,136.0,0.74,0.43,0.07,0.05,29%,15%,kayo,cypher,jett
Miiizzy,FMG.GC,0.97,EMEA,vct-game-changer,222.3,0.87,67%,152.9,0.72,0.37,0.14,0.18,25%,6%,kayo,deadlock,viper
miimu,44,0.80,Pacific,vct-game-changer,172.5,0.74,59%,116.6,0.59,0.39,0.07,0.16,5%,,brimstone,breach,
mika,BTR,01.02,Pacific,vct-challengers,194.4,0.93,70%,127.6,0.67,0.33,0.08,0.06,27%,13%,reyna,killjoy,omen
MikaEl,FLK,0.56,EMEA,vct-challengers,132.6,0.50,59%,96.0,0.43,0.24,0.07,0.12,27%,13%,sova,breach,skye
mikasa,WT,0.78,Pacific,vct-challengers,169.6,0.74,66%,111.7,0.58,0.44,0.09,0.11,20%,8%,fade,breach,kayo
mikeE,BLIN,1.11,Americas,vct-challengers,213.9,1.16,74%,143.2,0.78,0.22,0.10,0.07,32%,10%,killjoy,cypher,jett
mikee,JL,0.98,EMEA,vct-challengers,178.6,0.98,72%,119.9,0.63,0.23,0.06,0.08,25%,20%,cypher,astra,killjoy
Mikelelle,FH,0.85,EMEA,vct-challengers,138.7,0.76,67%,85.5,0.48,0.39,0.06,0.07,27%,25%,kayo,astra,
mikester,(+2),0.97,Americas,vct-challengers,217.4,0.93,63%,138.5,0.73,0.20,0.17,0.08,27%,5%,skye,gekko,killjoy
Mikeyloros,Whit,0.73,Americas,vct-challengers,189.5,0.64,62%,119.0,0.62,0.10,0.14,0.07,21%,25%,sova,,
mikezin,40,0.49,Pacific,vct-challengers,151.0,0.53,50%,106.1,0.48,0.30,0.05,0.23,18%,,jett,omen,
Mikkasie,Live,0.93,Pacific,vct-game-changer,202.0,0.74,76%,145.8,0.63,0.51,0.05,0.10,30%,33%,omen,raze,
mikshak,VLYN,0.88,Americas,vct-challengers,158.1,0.81,64%,106.8,0.55,0.32,0.07,0.10,30%,6%,omen,viper,brimstone
mili,RF.GC,1.00,Americas,vct-game-changer,215.8,01.01,74%,143.0,0.75,0.19,0.14,0.11,27%,12%,raze,jett,omen
Milooo,RLF,0.97,Pacific,vct-challengers,185.1,0.95,72%,124.5,0.65,0.32,0.05,0.10,29%,10%,cypher,viper,harbor
MiLuan,S2,0.98,Pacific,vct-challengers,192.7,0.98,72%,130.4,0.69,0.25,0.06,0.08,31%,14%,viper,omen,
mimi,G2.G,1.12,EMEA,vct-game-changer,189.2,1.21,78%,124.5,0.69,0.37,0.07,0.05,30%,13%,breach,brimstone,gekko
mimi,SK.N,0.79,EMEA,vct-game-changer,161.6,0.77,61%,107.3,0.60,0.22,0.06,0.13,32%,18%,omen,sage,breach
mimi,G2.G,1.12,EMEA,vct-challengers,204.7,01.05,71%,135.4,0.71,0.32,0.08,0.08,27%,8%,breach,viper,gekko
mimier,39,0.96,EMEA,vct-game-changer,194.0,0.78,67%,129.4,0.64,0.33,0.05,0.03,28%,22%,sova,,
Mimo,230,0.86,Pacific,vct-game-changer,170.1,0.83,66%,117.7,0.59,0.14,0.04,0.05,22%,9%,killjoy,cypher,
Mimori,DIV,0.79,EMEA,vct-challengers,143.3,0.80,71%,98.5,0.56,0.32,0.02,0.14,39%,43%,breach,sova,gekko
mina,WTP,0.83,Americas,vct-challengers,192.3,0.75,65%,129.1,0.61,0.21,0.12,0.16,22%,9%,raze,jett,gekko
mindfreak,PRX,0.98,Pacific,vct-international,179.8,1.00,73%,118.2,0.65,0.32,0.05,0.06,34%,13%,viper,brimstone,omen
Mini,36,0.68,EMEA,vct-game-changer,185.5,0.70,64%,123.7,0.64,0.06,0.08,0.08,25%,,cypher,killjoy,
mini,IW,01.02,EMEA,vct-challengers,201.2,0.99,72%,135.5,0.69,0.24,0.09,0.05,28%,9%,viper,killjoy,cypher
miniature,DTL,1.18,Americas,vct-challengers,253.0,1.14,64%,168.1,0.82,0.21,0.23,0.31,23%,29%,raze,reyna,
MiniBoo,TH,01.01,EMEA,vct-international,221.1,01.03,71%,144.2,0.76,0.22,0.17,0.17,30%,17%,neon,yoru,raze
miniboss,mini,0.60,Americas,vct-game-changer,136.8,0.50,59%,87.8,0.43,0.28,0.06,0.10,17%,8%,harbor,astra,brimstone
Minny,GN,1.13,EMEA,vct-challengers,216.4,1.24,73%,143.7,0.78,0.19,0.09,0.07,31%,18%,cypher,killjoy,skye
Minori,73,0.72,Pacific,vct-challengers,154.3,0.66,53%,95.9,0.56,0.18,0.04,0.10,26%,13%,omen,cypher,breach
Mint,Thumb,1.18,Pacific,vct-challengers,295.0,1.10,63%,176.7,0.97,0.14,0.29,0.23,40%,,jett,reyna,
mintea,Voya,0.69,Americas,vct-game-changer,176.0,0.63,55%,119.2,0.58,0.09,0.06,0.15,24%,14%,killjoy,cypher,
minute,41,01.06,Pacific,vct-game-changer,260.0,01.09,66%,172.6,0.85,0.10,0.32,0.17,28%,50%,raze,,
mirai,RZN,0.68,EMEA,vct-game-changer,176.0,0.70,61%,120.1,0.58,0.15,0.06,0.12,29%,20%,sova,omen,
miri,28,0.36,Americas,vct-challengers,88.5,0.33,46%,60.1,0.32,0.11,0.00,0.21,23%,,breach,reyna,
Misa,F9,0.50,EMEA,vct-game-changer,143.0,0.47,65%,88.9,0.45,0.10,0.25,0.10,10%,,raze,,
mishu,WHO,0.96,EMEA,vct-challengers,206.1,0.90,74%,143.1,0.70,0.31,0.11,0.08,26%,12%,sova,fade,
Miss,Him,0.17,Pacific,vct-game-changer,81.5,0.19,21%,66.1,0.18,0.11,0.07,0.18,10%,,cypher,sage,
Misterbox,INFN,0.72,Pacific,vct-challengers,161.7,0.64,61%,107.6,0.50,0.27,0.05,0.05,30%,13%,brimstone,omen,astra
Mistic,TL,0.86,EMEA,vct-international,169.7,0.83,71%,112.4,0.60,0.33,0.06,0.08,31%,10%,omen,viper,harbor
misu,RF.GC,01.09,Americas,vct-game-changer,206.4,01.07,74%,136.5,0.72,0.35,0.06,0.07,25%,18%,sova,fade,harbor
mitch,OXG,01.06,Americas,vct-challengers,205.6,01.01,76%,131.8,0.67,0.51,0.11,0.10,26%,12%,skye,kayo,breach
miya,Loaf,0.32,Americas,vct-game-changer,111.5,0.33,35%,79.7,0.32,0.08,0.05,0.19,33%,,cypher,killjoy,
miya,RZN,0.76,EMEA,vct-game-changer,164.6,0.70,69%,114.9,0.60,0.33,0.06,0.05,30%,9%,omen,,
MiYaooo,KUZU,0.71,Pacific,vct-challengers,139.0,0.68,47%,95.9,0.56,0.15,0.03,0.09,33%,,omen,astra,
miyara,SaD,0.93,Americas,vct-game-changer,173.5,0.84,73%,121.3,0.60,0.36,0.04,0.06,23%,14%,sova,breach,viper
miyo,68,0.55,EMEA,vct-game-changer,137.5,0.52,57%,86.4,0.46,0.19,0.07,0.12,16%,13%,omen,,
Miyori,GX.GC,01.03,EMEA,vct-game-changer,209.8,01.09,70%,139.1,0.74,0.19,0.12,0.12,27%,26%,sova,fade,viper
Miyu,FKS.S,0.63,EMEA,vct-game-changer,132.7,0.54,63%,89.2,0.44,0.35,0.03,0.06,24%,12%,viper,omen,
Miyu,65,0.82,Pacific,vct-challengers,195.0,0.81,69%,124.3,0.66,0.23,0.06,0.11,33%,11%,raze,sage,
miz,(+5),0.71,Pacific,vct-challengers,157.4,0.67,64%,107.8,0.54,0.27,0.09,0.13,26%,3%,kayo,jett,yoru
Mizern,PDF,0.79,Pacific,vct-challengers,172.8,0.81,66%,114.9,0.65,0.17,0.06,0.09,30%,14%,cypher,reyna,omen
MJM,39,0.67,Pacific,vct-challengers,147.0,0.61,56%,105.2,0.49,0.21,0.05,0.05,18%,20%,cypher,killjoy,
mmoopingx,FS.P,0.90,Pacific,vct-game-changer,141.9,0.77,72%,99.1,0.54,0.35,0.05,0.09,25%,16%,fade,sova,viper
mnemonic,33,0.38,Pacific,vct-challengers,117.5,0.44,48%,78.6,0.42,0.09,0.03,0.15,54%,,omen,brimstone,
MnFeaR,MGLZ,1.32,Pacific,vct-challengers,244.0,1.67,90%,174.8,0.88,0.35,0.18,0.00,36%,,sova,,
mober,FIVE,0.90,EMEA,vct-challengers,186.1,0.93,64%,124.6,0.69,0.11,0.05,0.12,35%,6%,killjoy,cypher,yoru
mochi,(+4),0.81,EMEA,vct-challengers,171.9,0.78,63%,115.9,0.60,0.14,0.06,0.11,31%,4%,killjoy,viper,cypher
MochiMei,RTL,0.71,Americas,vct-game-changer,133.6,0.59,65%,85.7,0.46,0.33,0.02,0.06,18%,,omen,astra,
mochs,31,0.50,Americas,vct-game-changer,136.0,0.48,52%,80.6,0.45,0.13,0.06,0.13,27%,,harbor,omen,
MOCKING,NW,0.78,Americas,vct-challengers,174.6,0.75,64%,116.8,0.60,0.24,0.13,0.14,27%,13%,cypher,gekko,breach
Moechilla,STORM,0.80,Americas,vct-challengers,181.0,0.77,63%,123.6,0.63,0.17,0.06,0.07,17%,,killjoy,astra,
moefcute,UBT,0.99,Pacific,vct-challengers,231.8,1.00,63%,151.3,0.83,0.12,0.23,0.20,34%,8%,raze,jett,reyna
mogurt,37,0.62,Americas,vct-game-changer,154.5,0.56,51%,111.0,0.51,0.14,0.08,0.05,27%,,gekko,brimstone,
moira,32,0.31,Pacific,vct-game-changer,60.5,0.14,38%,50.4,0.13,0.31,0.00,0.09,14%,20%,brimstone,omen,
Mojer,NAOS,01.09,Pacific,vct-challengers,249.1,1.15,76%,159.1,0.84,0.25,0.16,0.15,22%,11%,raze,yoru,jett
MOJJ,EF,0.88,EMEA,vct-challengers,181.8,0.91,66%,122.9,0.64,0.17,0.09,0.09,32%,11%,killjoy,viper,cypher
Mojo,RGE,0.86,Pacific,vct-challengers,157.2,0.78,70%,101.8,0.54,0.41,0.07,0.08,22%,17%,sova,breach,chamber
MOLSI,APK,01.08,EMEA,vct-challengers,201.1,1.12,76%,134.1,0.70,0.42,0.08,0.08,26%,18%,harbor,skye,breach
Momiji,FCN,01.03,Americas,vct-challengers,202.1,01.01,72%,135.3,0.68,0.34,0.10,0.08,24%,20%,viper,omen,sova
Momo,38,0.76,Americas,vct-game-changer,149.5,0.65,58%,94.2,0.53,0.21,0.13,0.24,28%,,raze,fade,
momo,C4C,0.49,Americas,vct-game-changer,112.5,0.37,47%,88.6,0.31,0.36,0.03,0.17,32%,,fade,sova,
Mon,Ciel,0.81,EMEA,vct-game-changer,170.0,0.81,67%,109.9,0.63,0.31,0.01,0.13,25%,25%,omen,brimstone,cypher
moni,Awak,0.82,Americas,vct-game-changer,159.6,0.76,62%,102.9,0.57,0.21,0.06,0.10,37%,10%,viper,omen,cypher
MoniOvess,MAD.L,0.42,EMEA,vct-game-changer,102.0,0.35,50%,64.6,0.31,0.25,0.03,0.08,33%,,cypher,kayo,
monk,AG,,China,vct-international,178.7,0.79,,117.1,0.62,0.35,0.07,0.06,,,breach,killjoy,harbor
monno,28,0.33,Pacific,vct-game-changer,110.5,0.38,29%,72.8,0.36,0.07,0.00,0.18,29%,,omen,viper,
monSi,BLIN,0.94,Americas,vct-challengers,176.0,0.94,72%,113.0,0.61,0.33,0.07,0.09,24%,14%,harbor,viper,fade
Monyet,RRQ,0.90,Pacific,vct-international,198.5,0.88,70%,131.9,0.68,0.32,0.12,0.16,26%,17%,omen,raze,astra
moobs,WU,0.93,Americas,vct-challengers,197.2,0.91,71%,131.5,0.69,0.30,0.11,0.12,34%,16%,reyna,skye,fade
Mooky,Orla,0.94,Americas,vct-challengers,211.5,0.73,67%,143.2,0.67,0.27,0.12,0.09,23%,,killjoy,sova,
moon,(+2),1.00,Pacific,vct-challengers,188.5,01.02,72%,124.8,0.68,0.17,0.08,0.05,31%,10%,harbor,fade,killjoy
MOOP,SOUL,0.98,EMEA,vct-game-changer,212.5,1.00,69%,148.1,0.81,0.28,0.03,0.11,30%,43%,brimstone,sova,
moose,C9,0.96,Americas,vct-international,172.2,0.98,69%,117.9,0.62,0.15,0.08,0.06,24%,16%,killjoy,cypher,
moose,C9,1.21,Americas,vct-challengers,212.4,1.43,77%,140.8,0.77,0.25,0.10,0.05,22%,15%,cypher,killjoy,
Moosey,PDF,0.90,Pacific,vct-challengers,200.4,0.89,70%,133.5,0.70,0.23,0.16,0.12,23%,12%,raze,yoru,viper
MorningStaR,63,0.62,Pacific,vct-challengers,148.0,0.64,62%,93.8,0.51,0.22,0.11,0.08,11%,,skye,killjoy,fade
Morphiius,AXL,0.76,EMEA,vct-challengers,171.3,0.73,68%,111.6,0.57,0.25,0.18,0.13,21%,5%,yoru,kayo,brimstone
Morphiw0w,OP,0.81,EMEA,vct-challengers,167.7,0.73,70%,111.5,0.56,0.39,0.06,0.07,25%,10%,breach,gekko,omen
mORTYYYY,InTe,01.02,EMEA,vct-challengers,212.3,0.93,74%,129.1,0.72,0.31,0.12,0.05,34%,13%,brimstone,viper,omen
moshieroo,SK.N,01.07,EMEA,vct-game-changer,215.8,1.11,69%,141.0,0.75,0.41,0.12,0.10,26%,30%,fade,kayo,breach
mosu,27,0.44,Americas,vct-game-changer,123.0,0.38,48%,88.2,0.37,0.11,0.00,0.19,21%,,gekko,sova,
mous1e,YDZQ,0.64,EMEA,vct-game-changer,154.0,0.56,57%,109.9,0.48,0.19,0.10,0.10,27%,,raze,,
Movi,NXT,0.97,EMEA,vct-challengers,175.5,0.90,68%,120.0,0.65,0.34,0.05,0.06,28%,11%,omen,fade,sova
MrCANI,XLG,,China,vct-challengers,181.5,01.03,,116.7,0.68,0.38,0.04,0.03,,,gekko,omen,breach
mrcarrito,GG,0.77,EMEA,vct-challengers,175.8,0.69,68%,120.1,0.57,0.15,0.07,0.04,24%,7%,sova,cypher,killjoy
MrFaliN,FUT,01.04,EMEA,vct-international,191.0,0.96,74%,125.5,0.66,0.42,0.08,0.09,22%,16%,skye,sova,omen
MrPenguin,InTe,0.81,EMEA,vct-challengers,159.7,0.63,69%,109.3,0.50,0.34,0.12,0.07,22%,,gekko,sova,
MRVL,FTR,0.65,Pacific,vct-challengers,133.0,0.58,48%,97.0,0.45,0.13,0.05,0.15,34%,14%,harbor,killjoy,
MrWhiskers,AQL,0.51,Americas,vct-game-changer,121.0,0.41,48%,71.8,0.39,0.16,0.03,0.10,33%,,neon,,
msh,INCO,0.95,EMEA,vct-challengers,193.7,0.97,64%,128.1,0.72,0.12,0.10,0.10,38%,15%,cypher,killjoy,
Mueda,FCTP,0.55,Americas,vct-challengers,127.0,0.53,61%,80.2,0.45,0.30,0.06,0.17,31%,13%,kayo,skye,
Muffin,Man,0.83,Americas,vct-challengers,200.5,0.72,62%,123.7,0.62,0.24,0.11,0.08,19%,10%,brimstone,killjoy,
Muffyn,ALG.GC,,China,vct-game-changer,318.8,1.51,,,1.10,0.31,,,,,raze,neon,jett
Muffyn,ALG.GC,1.00,Pacific,vct-game-changer,239.4,01.03,71%,163.7,0.82,0.22,0.21,0.19,18%,14%,jett,raze,
Muj,S2G,0.88,EMEA,vct-challengers,191.8,0.90,71%,126.1,0.67,0.21,0.17,0.16,21%,13%,raze,jett,sova
mummAy,FAIM,1.00,Americas,vct-challengers,179.7,1.00,70%,114.9,0.65,0.34,0.08,0.08,27%,15%,cypher,killjoy,viper
murii,SK,0.93,EMEA,vct-challengers,186.2,0.89,69%,120.8,0.64,0.30,0.08,0.10,38%,9%,kayo,skye,cypher
musashi,ACE,1.00,EMEA,vct-challengers,194.1,0.99,71%,128.8,0.68,0.30,0.08,0.12,29%,11%,kayo,gekko,skye
musz3kk,EF,0.83,EMEA,vct-challengers,195.2,0.81,66%,126.0,0.65,0.18,0.16,0.17,28%,17%,jett,raze,clove
My200Ping,RyZe,0.42,Americas,vct-game-changer,121.7,0.40,43%,87.6,0.38,0.13,0.08,0.17,26%,7%,killjoy,fade,cypher
Mykoz,IMP,0.83,EMEA,vct-challengers,196.6,0.82,63%,130.5,0.68,0.22,0.12,0.12,29%,16%,killjoy,omen,viper
Mym,TOG,0.97,EMEA,vct-game-changer,203.0,0.86,68%,139.4,0.70,0.27,0.08,0.07,27%,11%,cypher,killjoy,viper
Myneko,Lang,0.85,Americas,vct-game-changer,185.5,0.83,78%,127.7,0.60,0.25,0.20,0.18,20%,,raze,,
mysT,34,1.19,Pacific,vct-challengers,279.5,1.50,74%,180.2,01.06,0.12,0.12,0.15,27%,50%,raze,,
Mysti,37,0.70,Pacific,vct-game-changer,167.5,0.71,49%,107.7,0.59,0.16,0.14,0.11,39%,,jett,,
N,A,0.93,EMEA,vct-challengers,182.6,0.93,67%,123.3,0.66,0.20,0.07,0.07,28%,13%,cypher,killjoy,breach
N11,DYG,0.83,Pacific,vct-challengers,171.4,0.80,59%,117.8,0.61,0.19,0.06,0.10,41%,,kayo,gekko,viper
N1ER,(+3),0.84,Pacific,vct-challengers,197.0,0.84,64%,131.6,0.69,0.16,0.15,0.12,26%,16%,raze,jett,reyna
n4la,RZN,0.82,EMEA,vct-game-changer,185.5,0.78,58%,121.1,0.64,0.21,0.08,0.14,38%,15%,omen,killjoy,sova
N4RRATE,SEN,1.16,EMEA,vct-international,233.2,1.17,76%,153.9,0.81,0.33,0.12,0.08,26%,19%,gekko,fade,raze
n9sty,AIM,0.97,Pacific,vct-challengers,228.3,0.99,63%,146.1,0.82,0.10,0.17,0.14,35%,18%,jett,cypher,killjoy
Nabi,CCG,0.77,Americas,vct-challengers,177.0,0.65,81%,126.5,0.54,0.46,0.05,0.08,33%,,breach,sova,
nabil,RESO,1.19,Americas,vct-challengers,230.9,1.29,76%,146.0,0.84,0.19,0.17,0.05,25%,25%,killjoy,cypher,
Nade,OP,0.90,EMEA,vct-challengers,205.5,0.95,67%,131.4,0.73,0.12,0.21,0.19,25%,50%,jett,,
nagisa,Autt,0.42,Pacific,vct-game-changer,119.0,0.46,36%,75.3,0.43,0.04,0.07,0.18,29%,20%,raze,killjoy,
Nahashi,LUA,0.61,EMEA,vct-game-changer,125.4,0.51,69%,90.6,0.41,0.32,0.05,0.11,33%,11%,omen,brimstone,
Nahsie,WU,0.89,Americas,vct-challengers,185.5,0.86,69%,121.9,0.65,0.36,0.07,0.10,25%,17%,cypher,omen,sova
nAked,REG,0.72,EMEA,vct-challengers,178.0,0.63,65%,132.9,0.55,0.31,0.14,0.10,33%,6%,sova,skye,
NAKSU,RZN,0.85,EMEA,vct-game-changer,198.7,0.83,66%,134.7,0.67,0.15,0.15,0.17,29%,13%,raze,jett,yoru
Nakya,AE,0.99,Pacific,vct-challengers,242.6,01.06,66%,155.9,0.84,0.15,0.21,0.17,31%,17%,raze,chamber,reyna
NamGoku,CKE,0.71,Pacific,vct-challengers,170.5,0.69,58%,120.2,0.59,0.19,0.15,0.15,36%,19%,raze,sage,omen
Nami,NSR.I,0.99,EMEA,vct-game-changer,193.6,0.96,72%,124.0,0.69,0.31,0.08,0.09,35%,12%,omen,viper,gekko
nami,GLXY,0.29,Pacific,vct-game-changer,122.0,0.31,38%,81.8,0.31,0.08,0.04,0.15,13%,,jett,viper,
NAMI,AxS,0.60,Americas,vct-challengers,157.5,0.57,56%,108.7,0.49,0.23,0.15,0.23,24%,,raze,jett,
Nanners,LS,01.07,Americas,vct-challengers,215.8,01.07,69%,144.0,0.75,0.25,0.10,0.11,25%,18%,killjoy,cypher,viper
nanno,Alli,0.86,Americas,vct-game-changer,183.2,0.85,61%,122.0,0.66,0.14,0.07,0.07,32%,8%,cypher,viper,chamber
nanotekkk,GTZ,01.02,EMEA,vct-challengers,207.3,01.08,72%,140.7,0.76,0.15,0.14,0.17,24%,16%,raze,jett,
Narcius,MadW,0.66,EMEA,vct-game-changer,170.5,0.69,63%,112.1,0.63,0.13,0.00,0.06,26%,,viper,omen,
Nariel,BLAZ,0.81,EMEA,vct-game-changer,181.3,0.80,62%,121.1,0.64,0.17,0.13,0.19,22%,12%,jett,raze,
nasK,FUZO,01.04,EMEA,vct-challengers,220.0,0.97,67%,139.6,0.76,0.31,0.04,0.22,27%,33%,sova,neon,
Nasty,453,01.01,Pacific,vct-challengers,220.3,01.02,66%,141.3,0.78,0.10,0.19,0.16,27%,14%,jett,raze,cypher
Natalcia,INC.GC,0.97,EMEA,vct-game-changer,203.7,0.91,69%,142.3,0.71,0.21,0.08,0.08,36%,13%,cypher,killjoy,viper
nataNk,M8,01.07,EMEA,vct-international,229.6,01.07,70%,150.4,0.79,0.24,0.15,0.14,26%,39%,raze,phoenix,sage
nateflix,ZOL,0.55,Pacific,vct-challengers,127.5,0.45,46%,87.7,0.40,0.17,0.06,0.11,15%,,fade,cypher,
nAts,TL,01.01,EMEA,vct-international,210.2,01.07,72%,138.7,0.75,0.25,0.09,0.10,29%,12%,cypher,viper,killjoy
natty,CAL.S,1.21,Pacific,vct-game-changer,291.3,1.30,69%,180.0,01.02,0.12,0.22,0.18,30%,11%,jett,raze,
natty,lovr,0.54,Pacific,vct-challengers,145.0,0.48,47%,92.6,0.44,0.03,0.03,0.13,26%,,killjoy,cypher,
Naturale,BIGG.S,0.89,Pacific,vct-game-changer,145.7,0.86,75%,87.5,0.65,0.30,0.09,0.14,35%,,sova,breach,jett
NaturE,EG,0.95,Americas,vct-international,178.4,0.87,71%,116.9,0.62,0.38,0.06,0.06,32%,13%,breach,kayo,viper
natz,Nani,0.81,EMEA,vct-game-changer,203.5,0.79,53%,130.1,0.72,0.17,0.14,0.06,26%,20%,breach,,
natz,AE,0.85,Pacific,vct-challengers,189.1,0.84,65%,123.6,0.66,0.32,0.11,0.13,26%,11%,viper,omen,brimstone
Nay,LFM,0.84,Pacific,vct-challengers,175.5,0.83,64%,119.0,0.65,0.18,0.06,0.08,35%,10%,cypher,viper,gekko
Nayte,DIV,01.04,EMEA,vct-challengers,224.0,01.09,64%,146.0,0.80,0.10,0.15,0.16,23%,,raze,jett,
NcSlasher,BME,01.04,Pacific,vct-challengers,203.2,01.05,78%,130.0,0.72,0.42,0.10,0.08,26%,16%,skye,kayo,gekko
NDG,TS,0.94,Pacific,vct-international,183.5,0.96,73%,123.9,0.65,0.22,0.08,0.07,23%,12%,cypher,killjoy,
Near,AST,0.71,Pacific,vct-challengers,142.3,0.66,62%,101.1,0.51,0.28,0.05,0.09,40%,15%,gekko,kayo,viper
Neat,AOE,1.16,Americas,vct-challengers,225.6,1.10,75%,146.3,0.78,0.32,0.04,0.06,19%,11%,omen,brimstone,
Neclode,35,0.79,Americas,vct-challengers,158.5,0.62,49%,113.3,0.51,0.20,0.06,0.29,23%,29%,jett,raze,
Neeish,FXP.B,0.69,Americas,vct-game-changer,165.8,0.65,57%,112.2,0.57,0.25,0.01,0.14,25%,13%,clove,harbor,omen
NeFi,PRZ,01.06,EMEA,vct-challengers,198.9,1.00,73%,134.3,0.70,0.34,0.06,0.09,33%,21%,viper,skye,breach
Negradas,SZK,0.84,EMEA,vct-challengers,164.2,0.77,64%,113.8,0.58,0.26,0.06,0.09,31%,13%,killjoy,cypher,skye
